image_id,rel_path,class_id,omega
n02504013_3821,Noisy Images/phase_noise_125/n02504013_3821.png,104,125.0
n02690373_13613,Noisy Images/phase_noise_125/n02690373_13613.png,106,125.0
n02791124_11523,Noisy Images/phase_noise_125/n02791124_11523.png,108,125.0
n02690373_10285,Noisy Images/phase_noise_125/n02690373_10285.png,106,125.0
n02132136_1467,Noisy Images/phase_noise_125/n02132136_1467.png,100,125.0
n04505470_4854,Noisy Images/phase_noise_125/n04505470_4854.png,131,125.0
n03041632_22570,Noisy Images/phase_noise_125/n03041632_22570.png,113,125.0
n01622779_9829,Noisy Images/phase_noise_125/n01622779_9829.png,9,125.0
n02133161_5822,Noisy Images/phase_noise_125/n02133161_5822.png,101,125.0
n04560804_13665,Noisy Images/phase_noise_125/n04560804_13665.png,134,125.0
n03983396_11715,Noisy Images/phase_noise_125/n03983396_11715.png,124,125.0
n04273569_6707,Noisy Images/phase_noise_125/n04273569_6707.png,127,125.0
n03085013_3804,Noisy Images/phase_noise_125/n03085013_3804.png,114,125.0
n03792782_10490,Noisy Images/phase_noise_125/n03792782_10490.png,121,125.0
n02690373_9531,Noisy Images/phase_noise_125/n02690373_9531.png,106,125.0
n03041632_54627,Noisy Images/phase_noise_125/n03041632_54627.png,113,125.0
n04560804_14491,Noisy Images/phase_noise_125/n04560804_14491.png,134,125.0
n04560804_154,Noisy Images/phase_noise_125/n04560804_154.png,134,125.0
n02814533_73944,Noisy Images/phase_noise_125/n02814533_73944.png,109,125.0
n03792782_32341,Noisy Images/phase_noise_125/n03792782_32341.png,121,125.0
n03796401_11076,Noisy Images/phase_noise_125/n03796401_11076.png,122,125.0
n02951358_4999,Noisy Images/phase_noise_125/n02951358_4999.png,112,125.0
n02134084_833,Noisy Images/phase_noise_125/n02134084_833.png,102,125.0
n04111531_14934,Noisy Images/phase_noise_125/n04111531_14934.png,126,125.0
n04505470_2389,Noisy Images/phase_noise_125/n04505470_2389.png,131,125.0
n02504013_10580,Noisy Images/phase_noise_125/n02504013_10580.png,104,125.0
n04557648_12225,Noisy Images/phase_noise_125/n04557648_12225.png,133,125.0
n03041632_14774,Noisy Images/phase_noise_125/n03041632_14774.png,113,125.0
n02814533_74433,Noisy Images/phase_noise_125/n02814533_74433.png,109,125.0
n02708093_2867,Noisy Images/phase_noise_125/n02708093_2867.png,107,125.0
n04099969_8018,Noisy Images/phase_noise_125/n04099969_8018.png,125,125.0
n03376595_18370,Noisy Images/phase_noise_125/n03376595_18370.png,118,125.0
n02708093_8379,Noisy Images/phase_noise_125/n02708093_8379.png,107,125.0
n01537544_8859,Noisy Images/phase_noise_125/n01537544_8859.png,3,125.0
n03100240_17393,Noisy Images/phase_noise_125/n03100240_17393.png,115,125.0
n03041632_46422,Noisy Images/phase_noise_125/n03041632_46422.png,113,125.0
n03041632_49513,Noisy Images/phase_noise_125/n03041632_49513.png,113,125.0
n03041632_3101,Noisy Images/phase_noise_125/n03041632_3101.png,113,125.0
n03937543_2507,Noisy Images/phase_noise_125/n03937543_2507.png,123,125.0
n02690373_9709,Noisy Images/phase_noise_125/n02690373_9709.png,106,125.0
n02109525_53049,Noisy Images/phase_noise_125/n02109525_53049.png,86,125.0
n04548280_3125,Noisy Images/phase_noise_125/n04548280_3125.png,132,125.0
n02037110_3267,Noisy Images/phase_noise_125/n02037110_3267.png,36,125.0
n03417042_22297,Noisy Images/phase_noise_125/n03417042_22297.png,119,125.0
n04505470_3132,Noisy Images/phase_noise_125/n04505470_3132.png,131,125.0
n04560804_4138,Noisy Images/phase_noise_125/n04560804_4138.png,134,125.0
n03792782_16408,Noisy Images/phase_noise_125/n03792782_16408.png,121,125.0
n04111531_6609,Noisy Images/phase_noise_125/n04111531_6609.png,126,125.0
n03792782_3385,Noisy Images/phase_noise_125/n03792782_3385.png,121,125.0
n02125311_28447,Noisy Images/phase_noise_125/n02125311_28447.png,99,125.0
n02708093_107,Noisy Images/phase_noise_125/n02708093_107.png,107,125.0
n04111531_4585,Noisy Images/phase_noise_125/n04111531_4585.png,126,125.0
n02097658_1316,Noisy Images/phase_noise_125/n02097658_1316.png,59,125.0
n02708093_4783,Noisy Images/phase_noise_125/n02708093_4783.png,107,125.0
n02690373_9537,Noisy Images/phase_noise_125/n02690373_9537.png,106,125.0
n03100240_159,Noisy Images/phase_noise_125/n03100240_159.png,115,125.0
n03376595_14563,Noisy Images/phase_noise_125/n03376595_14563.png,118,125.0
n02708093_3601,Noisy Images/phase_noise_125/n02708093_3601.png,107,125.0
n02133161_2756,Noisy Images/phase_noise_125/n02133161_2756.png,101,125.0
n02125311_36651,Noisy Images/phase_noise_125/n02125311_36651.png,99,125.0
n02123159_6960,Noisy Images/phase_noise_125/n02123159_6960.png,95,125.0
n02123597_4813,Noisy Images/phase_noise_125/n02123597_4813.png,97,125.0
n02123597_10,Noisy Images/phase_noise_125/n02123597_10.png,97,125.0
n02107574_3775,Noisy Images/phase_noise_125/n02107574_3775.png,79,125.0
n03937543_7520,Noisy Images/phase_noise_125/n03937543_7520.png,123,125.0
n02112350_2615,Noisy Images/phase_noise_125/n02112350_2615.png,90,125.0
n03041632_4269,Noisy Images/phase_noise_125/n03041632_4269.png,113,125.0
n03417042_1853,Noisy Images/phase_noise_125/n03417042_1853.png,119,125.0
n02027492_20576,Noisy Images/phase_noise_125/n02027492_20576.png,33,125.0
n03041632_2630,Noisy Images/phase_noise_125/n03041632_2630.png,113,125.0
n04099969_18254,Noisy Images/phase_noise_125/n04099969_18254.png,125,125.0
n04467665_3298,Noisy Images/phase_noise_125/n04467665_3298.png,130,125.0
n04560804_14130,Noisy Images/phase_noise_125/n04560804_14130.png,134,125.0
n03085013_21127,Noisy Images/phase_noise_125/n03085013_21127.png,114,125.0
n02133161_955,Noisy Images/phase_noise_125/n02133161_955.png,101,125.0
n01531178_2725,Noisy Images/phase_noise_125/n01531178_2725.png,2,125.0
n01796340_11254,Noisy Images/phase_noise_125/n01796340_11254.png,11,125.0
n04467665_72639,Noisy Images/phase_noise_125/n04467665_72639.png,130,125.0
n03937543_4203,Noisy Images/phase_noise_125/n03937543_4203.png,123,125.0
n02690373_11799,Noisy Images/phase_noise_125/n02690373_11799.png,106,125.0
n02132136_3466,Noisy Images/phase_noise_125/n02132136_3466.png,100,125.0
n02504013_10346,Noisy Images/phase_noise_125/n02504013_10346.png,104,125.0
n04273569_5593,Noisy Images/phase_noise_125/n04273569_5593.png,127,125.0
n04111531_1004,Noisy Images/phase_noise_125/n04111531_1004.png,126,125.0
n02125311_26497,Noisy Images/phase_noise_125/n02125311_26497.png,99,125.0
n02823428_7300,Noisy Images/phase_noise_125/n02823428_7300.png,110,125.0
n04505470_3905,Noisy Images/phase_noise_125/n04505470_3905.png,131,125.0
n03344393_10556,Noisy Images/phase_noise_125/n03344393_10556.png,117,125.0
n02504458_4553,Noisy Images/phase_noise_125/n02504458_4553.png,105,125.0
n03085013_22980,Noisy Images/phase_noise_125/n03085013_22980.png,114,125.0
n03417042_12626,Noisy Images/phase_noise_125/n03417042_12626.png,119,125.0
n02690373_1974,Noisy Images/phase_noise_125/n02690373_1974.png,106,125.0
n02002556_139,Noisy Images/phase_noise_125/n02002556_139.png,24,125.0
n02123597_12232,Noisy Images/phase_noise_125/n02123597_12232.png,97,125.0
n03417042_8295,Noisy Images/phase_noise_125/n03417042_8295.png,119,125.0
n03792782_40466,Noisy Images/phase_noise_125/n03792782_40466.png,121,125.0
n03792782_65779,Noisy Images/phase_noise_125/n03792782_65779.png,121,125.0
n03196217_11054,Noisy Images/phase_noise_125/n03196217_11054.png,116,125.0
n02690373_9086,Noisy Images/phase_noise_125/n02690373_9086.png,106,125.0
n02504458_5507,Noisy Images/phase_noise_125/n02504458_5507.png,105,125.0
n03085013_5726,Noisy Images/phase_noise_125/n03085013_5726.png,114,125.0
n02951358_34926,Noisy Images/phase_noise_125/n02951358_34926.png,112,125.0
n04591713_6980,Noisy Images/phase_noise_125/n04591713_6980.png,136,125.0
n04591713_3608,Noisy Images/phase_noise_125/n04591713_3608.png,136,125.0
n02951358_15730,Noisy Images/phase_noise_125/n02951358_15730.png,112,125.0
n02951358_9103,Noisy Images/phase_noise_125/n02951358_9103.png,112,125.0
n02133161_11329,Noisy Images/phase_noise_125/n02133161_11329.png,101,125.0
n02835271_9862,Noisy Images/phase_noise_125/n02835271_9862.png,111,125.0
n03937543_3196,Noisy Images/phase_noise_125/n03937543_3196.png,123,125.0
n02708093_4597,Noisy Images/phase_noise_125/n02708093_4597.png,107,125.0
n02102040_4392,Noisy Images/phase_noise_125/n02102040_4392.png,67,125.0
n03041632_27960,Noisy Images/phase_noise_125/n03041632_27960.png,113,125.0
n02123045_7197,Noisy Images/phase_noise_125/n02123045_7197.png,94,125.0
n02132136_8650,Noisy Images/phase_noise_125/n02132136_8650.png,100,125.0
n02123045_10717,Noisy Images/phase_noise_125/n02123045_10717.png,94,125.0
n02690373_891,Noisy Images/phase_noise_125/n02690373_891.png,106,125.0
n03792782_20387,Noisy Images/phase_noise_125/n03792782_20387.png,121,125.0
n01860187_210,Noisy Images/phase_noise_125/n01860187_210.png,23,125.0
n03085013_6986,Noisy Images/phase_noise_125/n03085013_6986.png,114,125.0
n03100240_3928,Noisy Images/phase_noise_125/n03100240_3928.png,115,125.0
n02123159_12957,Noisy Images/phase_noise_125/n02123159_12957.png,95,125.0
n02690373_6363,Noisy Images/phase_noise_125/n02690373_6363.png,106,125.0
n03792782_4210,Noisy Images/phase_noise_125/n03792782_4210.png,121,125.0
n03417042_10965,Noisy Images/phase_noise_125/n03417042_10965.png,119,125.0
n02100583_3987,Noisy Images/phase_noise_125/n02100583_3987.png,65,125.0
n03417042_11306,Noisy Images/phase_noise_125/n03417042_11306.png,119,125.0
n04505470_3286,Noisy Images/phase_noise_125/n04505470_3286.png,131,125.0
n04467665_71480,Noisy Images/phase_noise_125/n04467665_71480.png,130,125.0
n04111531_21963,Noisy Images/phase_noise_125/n04111531_21963.png,126,125.0
n04429376_17078,Noisy Images/phase_noise_125/n04429376_17078.png,129,125.0
n02504013_7659,Noisy Images/phase_noise_125/n02504013_7659.png,104,125.0
n02814533_27484,Noisy Images/phase_noise_125/n02814533_27484.png,109,125.0
n03376595_1135,Noisy Images/phase_noise_125/n03376595_1135.png,118,125.0
n03376595_9025,Noisy Images/phase_noise_125/n03376595_9025.png,118,125.0
n02134418_4657,Noisy Images/phase_noise_125/n02134418_4657.png,103,125.0
n03041632_120,Noisy Images/phase_noise_125/n03041632_120.png,113,125.0
n03085013_22175,Noisy Images/phase_noise_125/n03085013_22175.png,114,125.0
n02107908_3447,Noisy Images/phase_noise_125/n02107908_3447.png,80,125.0
n04111531_172,Noisy Images/phase_noise_125/n04111531_172.png,126,125.0
n02951358_6637,Noisy Images/phase_noise_125/n02951358_6637.png,112,125.0
n04111531_7106,Noisy Images/phase_noise_125/n04111531_7106.png,126,125.0
n02690373_9318,Noisy Images/phase_noise_125/n02690373_9318.png,106,125.0
n03041632_51225,Noisy Images/phase_noise_080/n03041632_51225.png,113,80.0
n02132136_31133,Noisy Images/phase_noise_080/n02132136_31133.png,100,80.0
n03196217_7918,Noisy Images/phase_noise_080/n03196217_7918.png,116,80.0
n02125311_60143,Noisy Images/phase_noise_080/n02125311_60143.png,99,80.0
n02102973_7074,Noisy Images/phase_noise_080/n02102973_7074.png,69,80.0
n02123045_9349,Noisy Images/phase_noise_080/n02123045_9349.png,94,80.0
n04467665_70988,Noisy Images/phase_noise_080/n04467665_70988.png,130,80.0
n03100240_6526,Noisy Images/phase_noise_080/n03100240_6526.png,115,80.0
n03196217_10634,Noisy Images/phase_noise_080/n03196217_10634.png,116,80.0
n01798484_3874,Noisy Images/phase_noise_080/n01798484_3874.png,12,80.0
n02504458_4207,Noisy Images/phase_noise_080/n02504458_4207.png,105,80.0
n02133161_14841,Noisy Images/phase_noise_080/n02133161_14841.png,101,80.0
n02690373_9659,Noisy Images/phase_noise_080/n02690373_9659.png,106,80.0
n02037110_3653,Noisy Images/phase_noise_080/n02037110_3653.png,36,80.0
n04111531_4370,Noisy Images/phase_noise_080/n04111531_4370.png,126,80.0
n03085013_24045,Noisy Images/phase_noise_080/n03085013_24045.png,114,80.0
n02791124_4261,Noisy Images/phase_noise_080/n02791124_4261.png,108,80.0
n04560804_6469,Noisy Images/phase_noise_080/n04560804_6469.png,134,80.0
n03376595_4242,Noisy Images/phase_noise_080/n03376595_4242.png,118,80.0
n04505470_4484,Noisy Images/phase_noise_080/n04505470_4484.png,131,80.0
n04467665_58341,Noisy Images/phase_noise_080/n04467665_58341.png,130,80.0
n04285008_5032,Noisy Images/phase_noise_080/n04285008_5032.png,128,80.0
n03796401_23347,Noisy Images/phase_noise_080/n03796401_23347.png,122,80.0
n04548280_6290,Noisy Images/phase_noise_080/n04548280_6290.png,132,80.0
n03417042_4462,Noisy Images/phase_noise_080/n03417042_4462.png,119,80.0
n03085013_18623,Noisy Images/phase_noise_080/n03085013_18623.png,114,80.0
n03100240_9761,Noisy Images/phase_noise_080/n03100240_9761.png,115,80.0
n02095570_2773,Noisy Images/phase_noise_080/n02095570_2773.png,54,80.0
n03041632_17338,Noisy Images/phase_noise_080/n03041632_17338.png,113,80.0
n02123597_334,Noisy Images/phase_noise_080/n02123597_334.png,97,80.0
n04099969_1755,Noisy Images/phase_noise_080/n04099969_1755.png,125,80.0
n03417042_19596,Noisy Images/phase_noise_080/n03417042_19596.png,119,80.0
n04111531_22120,Noisy Images/phase_noise_080/n04111531_22120.png,126,80.0
n02132136_7584,Noisy Images/phase_noise_080/n02132136_7584.png,100,80.0
n02093647_1494,Noisy Images/phase_noise_080/n02093647_1494.png,48,80.0
n03085013_23648,Noisy Images/phase_noise_080/n03085013_23648.png,114,80.0
n02132136_9557,Noisy Images/phase_noise_080/n02132136_9557.png,100,80.0
n02133161_1872,Noisy Images/phase_noise_080/n02133161_1872.png,101,80.0
n02092339_7356,Noisy Images/phase_noise_080/n02092339_7356.png,46,80.0
n02708093_3544,Noisy Images/phase_noise_080/n02708093_3544.png,107,80.0
n04505470_4486,Noisy Images/phase_noise_080/n04505470_4486.png,131,80.0
n04548280_2989,Noisy Images/phase_noise_080/n04548280_2989.png,132,80.0
n02835271_15572,Noisy Images/phase_noise_080/n02835271_15572.png,111,80.0
n04111531_5643,Noisy Images/phase_noise_080/n04111531_5643.png,126,80.0
n02132136_20607,Noisy Images/phase_noise_080/n02132136_20607.png,100,80.0
n04111531_9910,Noisy Images/phase_noise_080/n04111531_9910.png,126,80.0
n04285008_8918,Noisy Images/phase_noise_080/n04285008_8918.png,128,80.0
n02814533_3375,Noisy Images/phase_noise_080/n02814533_3375.png,109,80.0
n02111129_1530,Noisy Images/phase_noise_080/n02111129_1530.png,87,80.0
n04467665_2200,Noisy Images/phase_noise_080/n04467665_2200.png,130,80.0
n03792782_18947,Noisy Images/phase_noise_080/n03792782_18947.png,121,80.0
n04560804_11696,Noisy Images/phase_noise_080/n04560804_11696.png,134,80.0
n02504013_4955,Noisy Images/phase_noise_080/n02504013_4955.png,104,80.0
n03376595_2234,Noisy Images/phase_noise_080/n03376595_2234.png,118,80.0
n04591713_2043,Noisy Images/phase_noise_080/n04591713_2043.png,136,80.0
n01824575_2746,Noisy Images/phase_noise_080/n01824575_2746.png,17,80.0
n04548280_541,Noisy Images/phase_noise_080/n04548280_541.png,132,80.0
n01829413_4190,Noisy Images/phase_noise_080/n01829413_4190.png,19,80.0
n03796401_16472,Noisy Images/phase_noise_080/n03796401_16472.png,122,80.0
n04111531_8818,Noisy Images/phase_noise_080/n04111531_8818.png,126,80.0
n02056570_1691,Noisy Images/phase_noise_080/n02056570_1691.png,37,80.0
n02504458_5697,Noisy Images/phase_noise_080/n02504458_5697.png,105,80.0
n02814533_3573,Noisy Images/phase_noise_080/n02814533_3573.png,109,80.0
n04273569_34117,Noisy Images/phase_noise_080/n04273569_34117.png,127,80.0
n02123597_7497,Noisy Images/phase_noise_080/n02123597_7497.png,97,80.0
n03344393_8399,Noisy Images/phase_noise_080/n03344393_8399.png,117,80.0
n04505470_7946,Noisy Images/phase_noise_080/n04505470_7946.png,131,80.0
n03041632_13203,Noisy Images/phase_noise_080/n03041632_13203.png,113,80.0
n04429376_7558,Noisy Images/phase_noise_080/n04429376_7558.png,129,80.0
n03041632_45090,Noisy Images/phase_noise_080/n03041632_45090.png,113,80.0
n01616318_3247,Noisy Images/phase_noise_080/n01616318_3247.png,8,80.0
n04505470_3261,Noisy Images/phase_noise_080/n04505470_3261.png,131,80.0
n02835271_5113,Noisy Images/phase_noise_080/n02835271_5113.png,111,80.0
n02134084_2328,Noisy Images/phase_noise_080/n02134084_2328.png,102,80.0
n03041632_77022,Noisy Images/phase_noise_080/n03041632_77022.png,113,80.0
n02708093_1231,Noisy Images/phase_noise_080/n02708093_1231.png,107,80.0
n04099969_381,Noisy Images/phase_noise_080/n04099969_381.png,125,80.0
n01843065_7445,Noisy Images/phase_noise_080/n01843065_7445.png,20,80.0
n02791124_6463,Noisy Images/phase_noise_080/n02791124_6463.png,108,80.0
n03041632_3247,Noisy Images/phase_noise_080/n03041632_3247.png,113,80.0
n03041632_12651,Noisy Images/phase_noise_080/n03041632_12651.png,113,80.0
n03376595_19102,Noisy Images/phase_noise_080/n03376595_19102.png,118,80.0
n03085013_2640,Noisy Images/phase_noise_080/n03085013_2640.png,114,80.0
n04111531_2066,Noisy Images/phase_noise_080/n04111531_2066.png,126,80.0
n02690373_243,Noisy Images/phase_noise_080/n02690373_243.png,106,80.0
n02134418_573,Noisy Images/phase_noise_080/n02134418_573.png,103,80.0
n02132136_6459,Noisy Images/phase_noise_080/n02132136_6459.png,100,80.0
n04111531_16696,Noisy Images/phase_noise_080/n04111531_16696.png,126,80.0
n03417042_12013,Noisy Images/phase_noise_080/n03417042_12013.png,119,80.0
n01558993_12968,Noisy Images/phase_noise_080/n01558993_12968.png,4,80.0
n04505470_4724,Noisy Images/phase_noise_080/n04505470_4724.png,131,80.0
n02134084_16430,Noisy Images/phase_noise_080/n02134084_16430.png,102,80.0
n02708093_3750,Noisy Images/phase_noise_080/n02708093_3750.png,107,80.0
n02132136_9232,Noisy Images/phase_noise_080/n02132136_9232.png,100,80.0
n02835271_17617,Noisy Images/phase_noise_080/n02835271_17617.png,111,80.0
n02690373_2447,Noisy Images/phase_noise_080/n02690373_2447.png,106,80.0
n03796401_18139,Noisy Images/phase_noise_080/n03796401_18139.png,122,80.0
n04111531_10436,Noisy Images/phase_noise_080/n04111531_10436.png,126,80.0
n02111500_2733,Noisy Images/phase_noise_080/n02111500_2733.png,88,80.0
n04099969_6944,Noisy Images/phase_noise_080/n04099969_6944.png,125,80.0
n02823428_8404,Noisy Images/phase_noise_080/n02823428_8404.png,110,80.0
n04111531_7283,Noisy Images/phase_noise_080/n04111531_7283.png,126,80.0
n04111531_2462,Noisy Images/phase_noise_080/n04111531_2462.png,126,80.0
n02835271_2086,Noisy Images/phase_noise_080/n02835271_2086.png,111,80.0
n02091134_7486,Noisy Images/phase_noise_080/n02091134_7486.png,44,80.0
n02108000_6970,Noisy Images/phase_noise_080/n02108000_6970.png,81,80.0
n02690373_18412,Noisy Images/phase_noise_080/n02690373_18412.png,106,80.0
n03100240_3073,Noisy Images/phase_noise_080/n03100240_3073.png,115,80.0
n03662601_27165,Noisy Images/phase_noise_080/n03662601_27165.png,120,80.0
n03417042_2204,Noisy Images/phase_noise_080/n03417042_2204.png,119,80.0
n02133161_7233,Noisy Images/phase_noise_080/n02133161_7233.png,101,80.0
n02504458_1790,Noisy Images/phase_noise_080/n02504458_1790.png,105,80.0
n02835271_20903,Noisy Images/phase_noise_080/n02835271_20903.png,111,80.0
n02690373_5845,Noisy Images/phase_noise_080/n02690373_5845.png,106,80.0
n02134084_22426,Noisy Images/phase_noise_080/n02134084_22426.png,102,80.0
n04429376_19103,Noisy Images/phase_noise_080/n04429376_19103.png,129,80.0
n03041632_42841,Noisy Images/phase_noise_080/n03041632_42841.png,113,80.0
n02125311_41798,Noisy Images/phase_noise_080/n02125311_41798.png,99,80.0
n03792782_6023,Noisy Images/phase_noise_080/n03792782_6023.png,121,80.0
n02124075_10088,Noisy Images/phase_noise_080/n02124075_10088.png,98,80.0
n02106662_18900,Noisy Images/phase_noise_080/n02106662_18900.png,77,80.0
n04548280_5013,Noisy Images/phase_noise_080/n04548280_5013.png,132,80.0
n02134418_603,Noisy Images/phase_noise_080/n02134418_603.png,103,80.0
n02690373_866,Noisy Images/phase_noise_080/n02690373_866.png,106,80.0
n04579145_934,Noisy Images/phase_noise_080/n04579145_934.png,135,80.0
n04285008_11965,Noisy Images/phase_noise_080/n04285008_11965.png,128,80.0
n04429376_45669,Noisy Images/phase_noise_080/n04429376_45669.png,129,80.0
n02708093_7069,Noisy Images/phase_noise_080/n02708093_7069.png,107,80.0
n04505470_286,Noisy Images/phase_noise_080/n04505470_286.png,131,80.0
n02002724_1654,Noisy Images/phase_noise_080/n02002724_1654.png,25,80.0
n02708093_1430,Noisy Images/phase_noise_080/n02708093_1430.png,107,80.0
n03417042_27497,Noisy Images/phase_noise_080/n03417042_27497.png,119,80.0
n02028035_4569,Noisy Images/phase_noise_080/n02028035_4569.png,34,80.0
n02504013_6148,Noisy Images/phase_noise_080/n02504013_6148.png,104,80.0
n02835271_11922,Noisy Images/phase_noise_080/n02835271_11922.png,111,80.0
n04285008_13197,Noisy Images/phase_noise_080/n04285008_13197.png,128,80.0
n02123394_4666,Noisy Images/phase_noise_080/n02123394_4666.png,96,80.0
n04505470_5561,Noisy Images/phase_noise_080/n04505470_5561.png,131,80.0
n04099969_36200,Noisy Images/phase_noise_080/n04099969_36200.png,125,80.0
n02123159_2663,Noisy Images/phase_noise_080/n02123159_2663.png,95,80.0
n02027492_9899,Noisy Images/phase_noise_080/n02027492_9899.png,33,80.0
n01558993_14305,Noisy Images/phase_noise_080/n01558993_14305.png,4,80.0
n01530575_3903,Noisy Images/phase_noise_080/n01530575_3903.png,1,80.0
n02504458_7867,Noisy Images/phase_noise_080/n02504458_7867.png,105,80.0
n02708093_864,Noisy Images/phase_noise_080/n02708093_864.png,107,80.0
n04560804_1089,Noisy Images/phase_noise_080/n04560804_1089.png,134,80.0
n03085013_22744,Noisy Images/phase_noise_080/n03085013_22744.png,114,80.0
n02951358_35173,Noisy Images/phase_noise_080/n02951358_35173.png,112,80.0
n03344393_8798,Noisy Images/phase_noise_080/n03344393_8798.png,117,80.0
n02835271_7311,Noisy Images/phase_noise_080/n02835271_7311.png,111,80.0
n02133161_2166,Noisy Images/phase_noise_080/n02133161_2166.png,101,80.0
n04591713_2052,Noisy Images/phase_noise_080/n04591713_2052.png,136,80.0
n02504013_4159,Noisy Images/phase_noise_080/n02504013_4159.png,104,80.0
n04273569_3897,Noisy Images/phase_noise_080/n04273569_3897.png,127,80.0
n02835271_13489,Noisy Images/phase_noise_080/n02835271_13489.png,111,80.0
n04505470_2540,Noisy Images/phase_noise_080/n04505470_2540.png,131,80.0
n03662601_326,Noisy Images/phase_noise_080/n03662601_326.png,120,80.0
n03796401_3376,Noisy Images/phase_noise_080/n03796401_3376.png,122,80.0
n04111531_22291,Noisy Images/phase_noise_080/n04111531_22291.png,126,80.0
n03085013_11359,Noisy Images/phase_noise_080/n03085013_11359.png,114,80.0
n02125311_37753,Noisy Images/phase_noise_080/n02125311_37753.png,99,80.0
n02108422_12370,Noisy Images/phase_noise_080/n02108422_12370.png,82,80.0
n02690373_4409,Noisy Images/phase_noise_080/n02690373_4409.png,106,80.0
n03796401_7104,Noisy Images/phase_noise_080/n03796401_7104.png,122,80.0
n02123159_1008,Noisy Images/phase_noise_080/n02123159_1008.png,95,80.0
n02091032_6740,Noisy Images/phase_noise_080/n02091032_6740.png,43,80.0
n03100240_10742,Noisy Images/phase_noise_080/n03100240_10742.png,115,80.0
n02132136_25168,Noisy Images/phase_noise_080/n02132136_25168.png,100,80.0
n02104365_2334,Noisy Images/phase_noise_080/n02104365_2334.png,71,80.0
n04111531_409,Noisy Images/phase_noise_080/n04111531_409.png,126,80.0
n02123394_6698,Noisy Images/phase_noise_080/n02123394_6698.png,96,80.0
n03983396_2288,Noisy Images/phase_noise_080/n03983396_2288.png,124,80.0
n02098286_2798,Noisy Images/phase_noise_080/n02098286_2798.png,61,80.0
n02690373_8592,Noisy Images/phase_noise_080/n02690373_8592.png,106,80.0
n02108915_7266,Noisy Images/phase_noise_080/n02108915_7266.png,84,80.0
n03041632_87339,Noisy Images/phase_noise_080/n03041632_87339.png,113,80.0
n02504013_6212,Noisy Images/phase_noise_080/n02504013_6212.png,104,80.0
n02690373_19134,Noisy Images/phase_noise_080/n02690373_19134.png,106,80.0
n01798484_5988,Noisy Images/phase_noise_080/n01798484_5988.png,12,80.0
n04557648_23801,Noisy Images/phase_noise_080/n04557648_23801.png,133,80.0
n04111531_10555,Noisy Images/phase_noise_080/n04111531_10555.png,126,80.0
n04548280_7211,Noisy Images/phase_noise_080/n04548280_7211.png,132,80.0
n02504013_10410,Noisy Images/phase_noise_080/n02504013_10410.png,104,80.0
n04111531_5093,Noisy Images/phase_noise_080/n04111531_5093.png,126,80.0
n02835271_15639,Noisy Images/phase_noise_080/n02835271_15639.png,111,80.0
n03041632_36280,Noisy Images/phase_noise_080/n03041632_36280.png,113,80.0
n02690373_12505,Noisy Images/phase_noise_080/n02690373_12505.png,106,80.0
n04505470_650,Noisy Images/phase_noise_080/n04505470_650.png,131,80.0
n02835271_21211,Noisy Images/phase_noise_080/n02835271_21211.png,111,80.0
n04111531_9939,Noisy Images/phase_noise_080/n04111531_9939.png,126,80.0
n02690373_5465,Noisy Images/phase_noise_080/n02690373_5465.png,106,80.0
n03041632_45326,Noisy Images/phase_noise_080/n03041632_45326.png,113,80.0
n02690373_4784,Noisy Images/phase_noise_080/n02690373_4784.png,106,80.0
n02002556_17975,Noisy Images/phase_noise_080/n02002556_17975.png,24,80.0
n03100240_3528,Noisy Images/phase_noise_080/n03100240_3528.png,115,80.0
n03937543_5703,Noisy Images/phase_noise_080/n03937543_5703.png,123,80.0
n03417042_15179,Noisy Images/phase_noise_080/n03417042_15179.png,119,80.0
n04505470_4684,Noisy Images/phase_noise_080/n04505470_4684.png,131,80.0
n03376595_8917,Noisy Images/phase_noise_080/n03376595_8917.png,118,80.0
n03792782_26306,Noisy Images/phase_noise_080/n03792782_26306.png,121,80.0
n02123045_8127,Noisy Images/phase_noise_080/n02123045_8127.png,94,80.0
n02097298_8119,Noisy Images/phase_noise_080/n02097298_8119.png,58,80.0
n03041632_20194,Noisy Images/phase_noise_080/n03041632_20194.png,113,80.0
n03417042_1126,Noisy Images/phase_noise_080/n03417042_1126.png,119,80.0
n01514859_3837,Noisy Images/phase_noise_080/n01514859_3837.png,0,80.0
n02017213_15262,Noisy Images/phase_noise_080/n02017213_15262.png,31,80.0
n02823428_3178,Noisy Images/phase_noise_080/n02823428_3178.png,110,80.0
n04467665_17283,Noisy Images/phase_noise_080/n04467665_17283.png,130,80.0
n04467665_2,Noisy Images/phase_noise_080/n04467665_2.png,130,80.0
n02134418_4110,Noisy Images/phase_noise_080/n02134418_4110.png,103,80.0
n02134418_1083,Noisy Images/phase_noise_080/n02134418_1083.png,103,80.0
n02134418_2367,Noisy Images/phase_noise_080/n02134418_2367.png,103,80.0
n04111531_21822,Noisy Images/phase_noise_080/n04111531_21822.png,126,80.0
n03100240_2195,Noisy Images/phase_noise_080/n03100240_2195.png,115,80.0
n02105641_8995,Noisy Images/phase_noise_080/n02105641_8995.png,74,80.0
n02123394_2765,Noisy Images/phase_noise_080/n02123394_2765.png,96,80.0
n01817953_1534,Noisy Images/phase_noise_080/n01817953_1534.png,13,80.0
